,name,author,book_depository_stars,isbn,category
29641,P.S. I Still Love You,Jenny Han,4.0,9781407157986,Teen-Young-Adult
29642,The Hunger Games Trilogy Classic (Box Set),Suzanne Collins,4.5,9781407135441,Teen-Young-Adult
29643,The 65-Storey Treehouse,Andy Griffiths,4.5,9781447287599,Teen-Young-Adult
29644,Mr Stink,David Walliams,4.0,9780007279067,Teen-Young-Adult
29645,Pippi Longstocking (Puffin Modern Classics),Astrid Lindgren,4.0,9780142402498,Teen-Young-Adult
29646,The Perks of Being a Wallflower,Stephen Chbosky,4.0,9781471116148,Teen-Young-Adult
29647,Revolting Rhymes,Roald Dahl,4.0,9780142414828,Teen-Young-Adult
29648,Catching Fire,Suzanne Collins,4.5,9781407132099,Teen-Young-Adult
29649,Paper Towns,John Green,4.0,9780142414934,Teen-Young-Adult
29650,The Care and Keeping of You,Valorie Schaefer,4.5,9781609580834,Teen-Young-Adult
29651,The Giver,Lois Lowry,4.0,9780007578498,Teen-Young-Adult
29652,Mockingjay,Suzanne Collins,4.0,9781407132105,Teen-Young-Adult
29653,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,4.5,9781408855676,Teen-Young-Adult
29654,Looking For Alaska,John Green,4.0,9780007523160,Teen-Young-Adult
29655,The BFG,Roald Dahl,4.0,9780142410387,Teen-Young-Adult
29656,Crown of Midnight,Sarah J. Maas,4.5,9781408834947,Teen-Young-Adult
29657,All the Bright Places,Jennifer Niven,4.0,9780141357034,Teen-Young-Adult
29658,Eleanor & Park,Rainbow Rowell,4.0,9781409157250,Teen-Young-Adult
29659,Queen of Shadows,Sarah J. Maas,4.5,9781408858615,Teen-Young-Adult
29660,Six of Crows,Leigh Bardugo,4.5,9781780622286,Teen-Young-Adult
29661,Heir of Fire,Sarah J. Maas,4.5,9781408839126,Teen-Young-Adult
29662,"Always and Forever, Lara Jean",Jenny Han,4.0,9781407177663,Teen-Young-Adult
29663,Auggie & Me: Three Wonder Stories,R. J. Palacio,4.5,9780552574778,Teen-Young-Adult
29664,A Court of Thorns and Roses,Sarah J. Maas,4.5,9781408857861,Teen-Young-Adult
29665,The 52-Storey Treehouse,Andy Griffiths,4.5,9781447287575,Teen-Young-Adult
29666,Percy Jackson & the Olympians,Rick Riordan,4.5,9781484707234,Teen-Young-Adult
29667,Eclipse,Stephenie Meyer,3.5,9781904233916,Teen-Young-Adult
29668,Diary of a Wimpy Kid: Rodrick Rules (Diary of a Wimpy Kid Book 2),Jeff Kinney,4.0,9780141324913,Teen-Young-Adult
29669,Empire of Storms,Sarah J. Maas,4.5,9781408872895,Teen-Young-Adult
29670,What's Happening To Me?,Susan Meredith,4.5,9780746069950,Teen-Young-Adult
29671,The Boy in the Dress,David Walliams,4.0,9780007279043,Teen-Young-Adult
29672,Twilight,Stephenie Meyer,3.5,9781904233657,Teen-Young-Adult
29673,The Paper Bag Princess,Robert Munsch,4.5,9780920236253,Teen-Young-Adult
29674,The Hunger Games,Suzanne Collins,4.5,9781407132082,Teen-Young-Adult
29675,The Magic Faraway Tree Collection,Enid Blyton,4.5,9781405240925,Teen-Young-Adult
29676,Red Queen,Victoria Aveyard,4.0,9781409150725,Teen-Young-Adult
29677,A Court of Wings and Ruin,Sarah J. Maas,4.5,9781408857908,Teen-Young-Adult
29678,Where Did I Come From?,Peter Mayle,4.0,9780818402531,Teen-Young-Adult
29679,Harry Potter and the Order of the Phoenix,J. K. Rowling,4.5,9781408855690,Teen-Young-Adult
29680,Harry Potter and the Goblet of Fire,J. K. Rowling,4.5,9781408855683,Teen-Young-Adult
29681,The Raven Boys,Maggie Stiefvater,4.0,9781407134611,Teen-Young-Adult
29682,New Moon,Stephenie Meyer,3.5,9781904233886,Teen-Young-Adult
29683,Dungeon Master's Guide (Dungeons & Dragons Core Rulebooks),Wizards of the Coast,4.5,9780786965625,Teen-Young-Adult
29684,We Were Liars,E. Lockhart,4.0,9781471403989,Teen-Young-Adult
29685,Harry Potter and the Half-Blood Prince,J. K. Rowling,4.5,9781408855706,Teen-Young-Adult
29686,A Court of Mist and Fury,Sarah J. Maas,4.5,9781408857885,Teen-Young-Adult
29687,Once,Morris Gleitzman,4.0,9780141320632,Teen-Young-Adult
29688,Harry Potter and the Deathly Hallows,J. K. Rowling,4.5,9781408855713,Teen-Young-Adult
29689,The Assassin's Blade,Sarah J. Maas,4.5,9781408851982,Teen-Young-Adult
29690,Now,Morris Gleitzman,4.0,9780141329987,Teen-Young-Adult
29691,One Of Us Is Lying,Karen McManus,4.0,9780141375632,Teen-Young-Adult
29692,Monster Manual: A Dungeons & Dragons Core Rulebook,Wizards of the Coast,4.5,9780786965618,Teen-Young-Adult
29693,Thirteen Reasons Why,Jay Asher,4.0,9780141328294,Teen-Young-Adult
29694,The Old Man and the Sea,Ernest Hemingway,4.0,9780099908401,Teen-Young-Adult
29695,Charlie and the Chocolate Factory,Roald Dahl,4.0,9780142410318,Teen-Young-Adult
29696,The Famous Five Collection 1,Enid Blyton,4.5,9781444910582,Teen-Young-Adult
29697,The Sleeper and the Spindle,Neil Gaiman,4.0,9781408859643,Teen-Young-Adult
29698,What's Happening To Me?,Alex Frith,4.0,9780746076637,Teen-Young-Adult
29699,After,Morris Gleitzman,4.5,9780141343136,Teen-Young-Adult
29700,Hollow City,Ransom Riggs,4.0,9781594747359,Teen-Young-Adult
29701,Sophie's World,Jostein Gaarder,4.0,9781474602280,Teen-Young-Adult
29702,The Butterfly Lion,Michael Morpurgo,4.0,9780006751038,Teen-Young-Adult
29703,Matilda,Roald Dahl,4.5,9780141365466,Teen-Young-Adult
29704,"Tomorrow #1: Tomorrow, When the War Began",John Marsden,4.0,9780439829106,Teen-Young-Adult
29705,What to Do When Your Temper Flares,Dawn Huebner,4.5,9781433801341,Teen-Young-Adult
29706,The Infernal Devices 1: Clockwork Angel,Cassandra Clare,4.5,9781406330342,Teen-Young-Adult
29707,The Fault in Our Stars,John Green,4.0,9780525478812,Teen-Young-Adult
29708,Cinder (The Lunar Chronicles Book 1),Marissa Meyer,4.0,9780141340135,Teen-Young-Adult
29709,Percy Jackson and the Lightning Thief (Book 1),Rick Riordan,4.0,9780141346809,Teen-Young-Adult
29710,Library Of Souls,Ransom Riggs,4.0,9781594748400,Teen-Young-Adult
29711,James and the Giant Peach,Roald Dahl,4.0,9780142410363,Teen-Young-Adult
29712,A Monster Calls,Patrick Ness,4.5,9781406361803,Teen-Young-Adult
29713,Demon Dentist,David Walliams,4.0,9780007453580,Teen-Young-Adult
29714,Harry Potter Box Set: The Complete Collection Children's Hardback,J. K. Rowling,4.5,9781408856789,Teen-Young-Adult
29715,Dog Days (Diary of a Wimpy Kid book 4),Jeff Kinney,4.0,9780141331973,Teen-Young-Adult
29716,Maps,Aleksandra Mizielinski,4.5,9781848773011,Teen-Young-Adult
29717,The Witches,Roald Dahl,4.0,9780142410110,Teen-Young-Adult
29718,Unofficial Harry Potter Cookbook,Dinah Bucholz,4.0,9781440503252,Teen-Young-Adult
29719,Holes,Louis Sachar,4.0,9780440414803,Teen-Young-Adult
29720,Wrinkle in Time,Madeleine L'Engle,4.0,9780312367541,Teen-Young-Adult
29721,Awful Auntie,David Walliams,4.0,9780007453627,Teen-Young-Adult
29722,The Kill Order,James Dashner,3.5,9781908435590,Teen-Young-Adult
29723,The Boy in the Striped Pyjamas,John Boyne,4.0,9781909531192,Teen-Young-Adult
29724,It's Kind of a Funny Story,Ned Vizzini,4.0,9780786851973,Teen-Young-Adult
29725,How to Train Your Dragon,Cressida Cowell,4.0,9780340999073,Teen-Young-Adult
29726,Then,Morris Gleitzman,4.5,9780141324821,Teen-Young-Adult
29727,The World's Worst Children,David Walliams,4.0,9780008197049,Teen-Young-Adult
29728,The Graveyard Book,Neil Gaiman,4.0,9780060530945,Teen-Young-Adult
29729,Howl's Moving Castle,Diana Wynne Jones,4.5,9780061478789,Teen-Young-Adult
29730,The Roald Dahl Audio Collection,Roald Dahl,4.5,9781611761955,Teen-Young-Adult
29731,Gravity Falls: Journal 3,Alex Hirsch,4.5,9781484746691,Teen-Young-Adult
29732,The Care and Keeping of You 2,Dr Cara Natterson,4.5,9781609580421,Teen-Young-Adult
29733,The Dream Thieves,Maggie Stiefvater,4.5,9781407136622,Teen-Young-Adult
29734,The Fault in Our Stars,John Green,4.0,9780141355078,Teen-Young-Adult
29735,The Mortal Instruments 5: City of Lost Souls,Cassandra Clare,4.5,9781406337600,Teen-Young-Adult
29736,The Red Beast,Kay Al-Ghani,4.5,9781843109433,Teen-Young-Adult
29737,Just Between Us Mother & Daughter,Meredith Jacobs,4.5,9780811868952,Teen-Young-Adult
29738,The Raven King,Maggie Stiefvater,4.5,9781407136646,Teen-Young-Adult
29739,National Geographic Kids Readers: Planets,Laura Marsh,4.0,9781426310362,Teen-Young-Adult
29740,The Adventures of Captain Underpants,Dav Pilkey,4.0,9780590846288,Teen-Young-Adult
29741,Anna and the French Kiss,Stephanie Perkins,4.0,9781409579939,Teen-Young-Adult
29742,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.0,9780689711732,Teen-Young-Adult
29743,His Dark Materials,Philip Pullman,4.5,9781407131184,Teen-Young-Adult
29744,Eleanor & Park,Rainbow Rowell,4.0,9781409120544,Teen-Young-Adult
29745,The Last Straw (Diary of a Wimpy Kid book 3),Jeff Kinney,4.0,9780141324920,Teen-Young-Adult
29746,The Way I Feel,Janan Cain,4.5,9781884734724,Teen-Young-Adult
29747,Isla and the Happily Ever After,Stephanie Perkins,4.0,9781409581130,Teen-Young-Adult
29748,The Mortal Instruments 3: City of Glass,Cassandra Clare,4.5,9781406307641,Teen-Young-Adult
29749,An Abundance Of Katherines,John Green,3.5,9780141346090,Teen-Young-Adult
29750,Little Kids First Big Book of Dinosaurs,Catherine D. Hughes,4.5,9781426308468,Teen-Young-Adult
29751,Anne of Green Gables,L. Montgomery,4.0,9780141321592,Teen-Young-Adult
29752,Out of My Mind,Sharon M. Draper,4.5,9781416971719,Teen-Young-Adult
29753,Ratburger,David Walliams,4.0,9780007453542,Teen-Young-Adult
29754,The Brilliant World of Tom Gates,Liz Pichon,4.0,9781407120690,Teen-Young-Adult
29755,The Mortal Instruments 4: City of Fallen Angels,Cassandra Clare,4.0,9781406330335,Teen-Young-Adult
29756,The Twits,Roald Dahl,4.0,9780142410394,Teen-Young-Adult
29757,Shatter Me,Tahereh Mafi,4.0,9780062085504,Teen-Young-Adult
29758,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.5,9780062348685,Teen-Young-Adult
29759,George's Marvellous Medicine,Roald Dahl,4.0,9780142410356,Teen-Young-Adult
29760,Holding Up the Universe,Jennifer Niven,4.0,9780141357058,Teen-Young-Adult
29761,Frozen,Random House Disney,4.0,9780736431187,Teen-Young-Adult
29762,"Blue Lily, Lily Blue",Maggie Stiefvater,4.5,9781407136639,Teen-Young-Adult
29763,How to Draw Pokemon,Tracey West,4.0,9780439434409,Teen-Young-Adult
29764,I'll Give You the Sun,Jandy Nelson,4.0,9781406326499,Teen-Young-Adult
29765,I Am The Messenger,Markus Zusak,4.0,9780375836671,Teen-Young-Adult
29766,The Enormous Crocodile,Roald Dahl,4.0,9780142414538,Teen-Young-Adult
29767,Roald Dahl: Whizzpopping Joke Book,Roald Dahl,4.5,9780141368238,Teen-Young-Adult
29768,Women In Science,Rachel Ignotofsky,4.5,9781607749769,Teen-Young-Adult
29769,Diary of a Wimpy Kid Box of Books,Jeff Kinney,4.5,9780141341415,Teen-Young-Adult
29770,Percy Jackson and the Titan's Curse (Book 3),Rick Riordan,4.5,9780141346816,Teen-Young-Adult
29771,The Borrowers,Mary Norton,4.0,9780152047375,Teen-Young-Adult
29772,The Book Thief,Markus Zusak,4.5,9780375842207,Teen-Young-Adult
29773,Charlie and the Chocolate Factory,Roald Dahl,4.0,9780141365374,Teen-Young-Adult
29774,The Mortal Instruments 2: City of Ashes,Cassandra Clare,4.0,9781406307634,Teen-Young-Adult
29775,Grandpa's Great Escape,David Walliams,4.5,9780008183424,Teen-Young-Adult
29776,Fantastic Mr. Fox,Roald Dahl,4.0,9780142410349,Teen-Young-Adult
29777,Oxford School Shakespeare: Macbeth,William Shakespeare,4.0,9780198324003,Teen-Young-Adult
29778,Percy Jackson: The Demigod Files,Rick Riordan,4.0,9780141329505,Teen-Young-Adult
29779,Insurgent,Veronica Roth,4.0,9780007442928,Teen-Young-Adult
29780,Death of a Salesman,Arthur Miller,3.5,9780141182742,Teen-Young-Adult
29781,Percy Jackson and the Battle of the Labyrinth (Book 4),Rick Riordan,4.5,9780141346830,Teen-Young-Adult
29782,Soon,Morris Gleitzman,4.5,9780141362793,Teen-Young-Adult
29783,The Maze Runner,James Dashner,4.0,9781908435132,Teen-Young-Adult
29784,The Outsiders,S. E. Hinton,4.0,9780140385724,Teen-Young-Adult
29785,Percy Jackson and the Last Olympian (Book 5),Rick Riordan,4.5,9780141346885,Teen-Young-Adult
29786,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.0,9781780220383,Teen-Young-Adult
29787,Glass Sword,Victoria Aveyard,4.0,9781409150749,Teen-Young-Adult
29788,The Boy in the Striped Pyjamas,John Boyne,4.0,9781862305274,Teen-Young-Adult
29789,Inside Out & Back Again,Thanhha Lai,4.0,9780061962790,Teen-Young-Adult
29790,Yoga Pretzels,Tara Guber,4.5,9781905236046,Teen-Young-Adult
29791,Special Edition Harry Potter Paperback Box Set,J K Rowling,4.5,9780545596275,Teen-Young-Adult
29792,The Pillars of the Earth,Ken Follett,4.5,9780451166890,Teen-Young-Adult
29793,Jolly Phonics Workbooks: Books 1-7,Susan M. Lloyd,4.0,9781870946506,Teen-Young-Adult
29794,Fish In A Tree,Lynda Mullaly Hunt,4.5,9780142426425,Teen-Young-Adult
29795,The Shadowhunter's Codex,Cassandra Clare,4.0,9781406365467,Teen-Young-Adult
29796,The Mortal Instruments 1: City of Bones,Cassandra Clare,4.0,9781406307627,Teen-Young-Adult
29797,The Magic Finger,Roald Dahl,3.5,9780142413852,Teen-Young-Adult
29798,Anne of Green Gables Complete 8 Book Box Set,Lucy Maud Montgomery,4.5,9780553609417,Teen-Young-Adult
29799,Percy Jackson and the Sea of Monsters (Book 2),Rick Riordan,4.0,9780141346847,Teen-Young-Adult
29800,The Midnight Gang,David Walliams,4.5,9780008164614,Teen-Young-Adult
29801,The Death Cure,James Dashner,4.0,9781908435200,Teen-Young-Adult
29802,A Smart Girl's Guide: Friendship Troubles,Patti Kelley Criswell,4.0,9781609582234,Teen-Young-Adult
29803,The Infernal Devices 3: Clockwork Princess,Cassandra Clare,4.5,9781406321340,Teen-Young-Adult
29804,Cress (The Lunar Chronicles Book 3),Marissa Meyer,4.5,9780141340159,Teen-Young-Adult
29805,The Son of Neptune (Heroes of Olympus Book 2),Rick Riordan,4.5,9780141335735,Teen-Young-Adult
29806,The Diary of a Young Girl,Anne Frank,4.0,9780141315188,Teen-Young-Adult
29807,War Horse,Michael Morpurgo,4.0,9781405226660,Teen-Young-Adult
29808,The Scorch Trials,James Dashner,4.0,9781906427795,Teen-Young-Adult
29809,The Lion the Witch and the Wardrobe,C. S. Lewis,4.0,9780060765484,Teen-Young-Adult
29810,The Lunar Chronicles: Scarlet,Marissa Meyer,4.5,9780141340234,Teen-Young-Adult
29811,A Really Short History of Nearly Everything,Bill Bryson,4.0,9780552562966,Teen-Young-Adult
29812,If I Stay,Gayle Forman,4.0,9781909531239,Teen-Young-Adult
29813,The Infernal Devices 2: Clockwork Prince,Cassandra Clare,4.5,9781406321333,Teen-Young-Adult
29814,The Mark of Athena (Heroes of Olympus Book 3),Rick Riordan,4.5,9780141335766,Teen-Young-Adult
29815,Pretty Little Liars,Sara Shepard,4.5,9780061801310,Teen-Young-Adult
29816,History Is All You Left Me,Adam Silvera,4.0,9781471146183,Teen-Young-Adult
29817,Lord of the Flies,William Golding,3.5,9780571273577,Teen-Young-Adult
29818,Winter (The Lunar Chronicles Book 4),Marissa Meyer,4.5,9780141340241,Teen-Young-Adult
29819,Coraline,Neil Gaiman,4.0,9781408841754,Teen-Young-Adult
29820,The Invention of Hugo Cabret,Brian Selznick,4.0,9781407103488,Teen-Young-Adult
29821,Enchanted Meditations for Kids,Christiane Kerr,4.5,9781901923896,Teen-Young-Adult
29822,The Ugly Truth (Diary of a Wimpy Kid book 5),Jeff Kinney,4.0,9780141340821,Teen-Young-Adult
29823,Tom Gates is Absolutely Fantastic (at some things),Liz Pichon,4.5,9781407134512,Teen-Young-Adult
29824,"Will Grayson, Will Grayson",John Green,4.0,9780142418475,Teen-Young-Adult
29825,CHERUB: The Fall,Robert Muchamore,4.0,9780340911709,Teen-Young-Adult
29826,What's Happening To Me?,Peter Mayle,4.0,9780818403125,Teen-Young-Adult
29827,CHERUB: The Recruit,Robert Muchamore,4.0,9780340881538,Teen-Young-Adult
29828,The Maze Runner,James Dashner,4.0,9780385737951,Teen-Young-Adult
29829,Animal Encyclopedia,National Geographic Kids Magazine,4.5,9781426310225,Teen-Young-Adult
29830,Number the Stars,Lois Lowry,4.0,9780547577098,Teen-Young-Adult
29831,Sleepovers,Jacqueline Wilson,3.5,9780552557832,Teen-Young-Adult
29832,Looking For Alaska,John Green,4.0,9780007424832,Teen-Young-Adult
29833,An Inspector Calls,J. B. Priestley,4.0,9780435232825,Teen-Young-Adult
29834,CHERUB: Mad Dogs,Robert Muchamore,4.5,9780340911716,Teen-Young-Adult
29835,The Adventures of Super Diaper Baby,Dav Pilkey,4.0,9780439981613,Teen-Young-Adult
29836,Boy,Roald Dahl,4.0,9780142413814,Teen-Young-Adult
29837,CHERUB: Divine Madness,Robert Muchamore,4.0,9780340894347,Teen-Young-Adult
29838,My Underpants Rule,Rod Power,4.0,9780992953003,Teen-Young-Adult
29839,An Abundance Of Katherines,John Green,3.5,9780142410707,Teen-Young-Adult
29840,CHERUB: Class A,Robert Muchamore,4.5,9780340881545,Teen-Young-Adult
29841,Since You've Been Gone,Morgan Matson,4.0,9781471122668,Teen-Young-Adult
29842,CHERUB: The Killing,Robert Muchamore,4.0,9780340894330,Teen-Young-Adult
29843,CHERUB: Man vs Beast,Robert Muchamore,4.0,9780340911693,Teen-Young-Adult
29844,The Arrival,Shaun Tan,4.5,9780439895293,Teen-Young-Adult
29845,Skulduggery Pleasant,Derek Landy,4.0,9780007241620,Teen-Young-Adult
29846,The Secret Garden,Frances Hodgson Burnett,4.0,9781853261046,Teen-Young-Adult
29847,The Lost Hero (Heroes of Olympus Book 1),Rick Riordan,4.5,9780141325491,Teen-Young-Adult
29848,A Wrinkle in Time,Madeleine L'Engle,4.0,9780312367558,Teen-Young-Adult
29849,A Court of Thorns and Roses,Sarah J. Maas,4.5,9781619634442,Teen-Young-Adult
29850,The Graveyard Book,Neil Gaiman,4.0,9780747594802,Teen-Young-Adult
29851,Diary of a Wimpy Kid,Jeff  Kinney,4.0,9780141345741,Teen-Young-Adult
29852,A Long Walk to Water,Linda Sue Park,4.5,9780547577319,Teen-Young-Adult
29853,Hatchet,Gary Paulsen,3.5,9781416936473,Teen-Young-Adult
29854,Playing With Fire,Derek Landy,4.5,9780007257058,Teen-Young-Adult
29855,CHERUB: The Sleepwalker,Robert Muchamore,4.0,9780340931837,Teen-Young-Adult
29856,Magnus Chase and the Sword of Summer (Book 1),Rick Riordan,4.5,9780141342443,Teen-Young-Adult
29857,"Will Grayson, Will Grayson",John Green,4.0,9780141346113,Teen-Young-Adult
29858,The Outsiders,S. E. Hinton,4.0,9780141368887,Teen-Young-Adult
29859,Little Women,Louisa May Alcott,4.0,9780147514011,Teen-Young-Adult
29860,CHERUB: Maximum Security,Robert Muchamore,4.5,9780340884355,Teen-Young-Adult
29861,Danny the Champion of the World,Roald Dahl,4.0,9780142410332,Teen-Young-Adult
29862,Harry Potter: A Pop-Up Book,Bruce Foster,4.5,9781608870080,Teen-Young-Adult
29863,Illuminae,Jay Kristoff,4.5,9781780748375,Teen-Young-Adult
29864,Drama,Raina Telgemeier,4.0,9780545326995,Teen-Young-Adult
29865,Lola and the Boy Next Door,Stephanie Perkins,4.0,9781409579946,Teen-Young-Adult
29866,CHERUB: Brigands M.C.,Robert Muchamore,4.5,9780340956465,Teen-Young-Adult
29867,Tom Gates Best Book Day Ever (so Far),Liz Pichon,4.5,9781407136813,Teen-Young-Adult
29868,The Midnight Gang,David Walliams,4.5,9780008188573,Teen-Young-Adult
29869,The Enchanted Wood,Enid Blyton,4.0,9781405272193,Teen-Young-Adult
29870,My Place,Nadia Wheatley,4.5,9781921150654,Teen-Young-Adult
29871,The Giver,Lois Lowry,4.0,9780007263516,Teen-Young-Adult
29872,CHERUB: The General,Robert Muchamore,4.5,9780340931844,Teen-Young-Adult
29873,Miss Peregrine's Home For Peculiar Children,Ransom Riggs,4.0,9781594744761,Teen-Young-Adult
29874,When You Reach Me,Rebecca Stead,4.0,9780375850868,Teen-Young-Adult
29875,CHERUB: Shadow Wave,Robert Muchamore,4.0,9780340999745,Teen-Young-Adult
29876,The Curious Incident of the Dog In the Night-time,Mark Haddon,4.0,9781782953463,Teen-Young-Adult
29877,The BFG,Roald Dahl,4.0,9780141365428,Teen-Young-Adult
29878,Asterix: Omnibus 1,Rene Goscinny,4.5,9781444004236,Teen-Young-Adult
29879,Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,4.0,9780590634274,Teen-Young-Adult
29880,The 5th Wave: The Infinite Sea (Book 2),Rick Yancey,4.0,9780141345871,Teen-Young-Adult
29881,The Enormous Crocodile,Roald Dahl,4.0,9780141365510,Teen-Young-Adult
29882,The 5th Wave (Book 1),Rick Yancey,4.0,9780141345833,Teen-Young-Adult
29883,Paper Towns,John Green,4.0,9781408848180,Teen-Young-Adult
29884,"The Wonderful Story of Henry Sugar, and Six More",Roald Dahl,4.0,9780141304700,Teen-Young-Adult
29885,"The AB Guide to Music Theory, Part I",Eric Taylor,4.0,9781854724465,Teen-Young-Adult
29886,Nimona,Noelle Stevenson,4.0,9780062278227,Teen-Young-Adult
29887,What to Do When Your Brain Gets Stuck,Dawn Huebner,4.5,9781591478058,Teen-Young-Adult
29888,Grandpa's Great Escape,David Walliams,4.5,9780007494019,Teen-Young-Adult
29889,Smile,Raina Telgemeier,4.0,9780545132060,Teen-Young-Adult
29890,Q & A A Day For Kids,Betsy Franco,4.5,9780307952967,Teen-Young-Adult
29891,Five Nights at Freddy's: The Silver Eyes,Scott Cawthon,4.0,9781338134377,Teen-Young-Adult
29892,The Mortal Instruments 1: City of Bones,Cassandra Clare,4.0,9781406362169,Teen-Young-Adult
29893,Howl's Moving Castle,Diana Wynne Jones,4.5,9780007299263,Teen-Young-Adult
29894,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,4.5,9781452111735,Teen-Young-Adult
29895,Enid Blyton's Christmas Stories,Enid Blyton,4.0,9781444922578,Teen-Young-Adult
29896,The Secret Garden,Frances Hodgson Burnett,4.0,9780141321066,Teen-Young-Adult
29897,Pride and Prejudice,Jane Austen,4.5,9780141439518,Teen-Young-Adult
29898,Pippi Longstocking,Astrid Lindgren,4.0,9780192758231,Teen-Young-Adult
29899,Charlie and the Great Glass Elevator,Roald Dahl,3.5,9780142410325,Teen-Young-Adult
29900,The Twits,Roald Dahl,4.0,9780141365497,Teen-Young-Adult
29901,The Long Haul (Diary of a Wimpy Kid book 9),Jeff Kinney,4.5,9780141354224,Teen-Young-Adult
29902,Breaking Dawn,Stephenie Meyer,3.5,9781907410352,Teen-Young-Adult
29903,Trash,Andy Mulligan,3.5,9781909531130,Teen-Young-Adult
29904,Up The Faraway Tree,Enid Blyton,4.0,9781405272247,Teen-Young-Adult
29905,The Invisible Boy,Trudy Ludwig,4.5,9781582464503,Teen-Young-Adult
29906,Where the Forest Meets the Sea,Jeannie Baker,4.5,9780744513059,Teen-Young-Adult
29907,Marie Curie,Isabel Sanchez Vegara,4.0,9781847809612,Teen-Young-Adult
29908,125 True Stories of Amazing Animals,National Geographic Kids,4.0,9781426309182,Teen-Young-Adult
29909,What to Do When You Grumble Too Much,Dawn Huebner,4.5,9781591474500,Teen-Young-Adult
29910,Genius Ideas (mostly),Liz Pichon,4.5,9781407134505,Teen-Young-Adult
29911,Fantastic Mr Fox,Roald Dahl,4.0,9780141365442,Teen-Young-Adult
29912,The Blood of Olympus (Heroes of Olympus Book 5),Rick Riordan,4.5,9780141339245,Teen-Young-Adult
29913,The Faceless Ones,Derek Landy,4.5,9780007302161,Teen-Young-Adult
29914,It's So Amazing!,Robie H Harris,4.5,9780763668747,Teen-Young-Adult
29915,Box Set #6-1 Choose Your Own Adventure Books 1-6:,R A Montgomery,4.0,9781933390918,Teen-Young-Adult
29916,Asterix: Asterix The Gaul,Rene Goscinny,4.0,9780752866055,Teen-Young-Adult
29917,Alice's Adventures in Wonderland,Lewis Carroll,4.0,9781853260025,Teen-Young-Adult
29918,Famous Five: Five On A Treasure Island,Enid Blyton,4.0,9780340681060,Teen-Young-Adult
29919,The Old Man and the Sea,Ernest Hemingway,4.0,9780099273967,Teen-Young-Adult
29920,How to Train Your Dragon: How To Be A Pirate,Cressida Cowell,4.0,9780340999080,Teen-Young-Adult
29921,Angelfall,Susan Ee,4.0,9780761463276,Teen-Young-Adult
29922,Diary of a Wimpy Kid 05. The Ugly Truth,Jeff Kinney,4.0,9781419700354,Teen-Young-Adult
29923,The Neverending Story,Michael Ende,4.0,9780140386332,Teen-Young-Adult
29924,Growing Up With A Bucket Full Of Happiness,Carol McCloud,4.5,9781933916576,Teen-Young-Adult
29925,The Naughtiest Girl Collection 1,Enid Blyton,4.5,9781444910605,Teen-Young-Adult
29926,Diary of a Wimpy Kid,Jeff Kinney,4.5,9781419711329,Teen-Young-Adult
29927,Dark Days,Derek Landy,4.5,9780007325979,Teen-Young-Adult
29928,Peter Pan,Sir J. M. Barrie,4.0,9780147508652,Teen-Young-Adult
29929,Hundred Dresses,Eleanor Estes,4.0,9780152052607,Teen-Young-Adult
29930,Wookie Cookies,Robin Davis,4.0,9780811821841,Teen-Young-Adult
29931,The Chronicles of Narnia,C. S. Lewis,4.5,9780066238500,Teen-Young-Adult
29932,Boy Overboard,Morris Gleitzman,3.5,9780141316253,Teen-Young-Adult
29933,Jane Eyre,Charlotte Bronte,4.0,9780141441146,Teen-Young-Adult
29934,Bloodlines (book 1),Richelle Mead,4.0,9780141337111,Teen-Young-Adult
29935,Northern Lights,Philip Pullman,4.0,9781407130224,Teen-Young-Adult
29936,The Tomorrow Series: Tomorrow When the War Began,John Marsden,4.0,9780857387332,Teen-Young-Adult
29937,Let It Snow,Maureen Johnson,4.0,9780141349176,Teen-Young-Adult
29938,Legend,Marie Lu,4.0,9780141339603,Teen-Young-Adult
29939,Holes,Louis Sachar,4.0,9780440228592,Teen-Young-Adult
29940,Holes,Louis Sachar,4.0,9781408865231,Teen-Young-Adult
29941,The Action Bible,Sergio Cariello,4.5,9780781444996,Teen-Young-Adult
29942,The Magic Faraway Tree,Enid Blyton,4.5,9781405272209,Teen-Young-Adult
29943,Jolly Phonics Word Book,Sue Lloyd,4.0,9781870946797,Teen-Young-Adult
29944,"The Lion, the Witch and the Wardrobe",C. S. Lewis,4.0,9780007323128,Teen-Young-Adult
29945,The Upside of Unrequited,Becky Albertalli,4.0,9780141356112,Teen-Young-Adult
29946,National Geographic Kids Readers: Volcanoes,National Geographic,4.0,9781426302855,Teen-Young-Adult
29947,An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Cassandra Clare,4.5,9781471161193,Teen-Young-Adult
29948,Champion,Marie Lu,4.5,9780141339627,Teen-Young-Adult
29949,The Land of Stories: A Grimm Warning,Chris Colfer,4.5,9780349124391,Teen-Young-Adult
29950,Excellent Excuses (And Other Good Stuff),Liz Pichon,4.5,9781407124407,Teen-Young-Adult
